date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:51:43	100927/100927	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2015%20May%202022%2020:33:54%20GMT	http://desafio19dias.com/wp-content/cache/wpfc-minified/f5wg0t7l/buc74.js	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/cache/wpfc-minified/f5wg0t7l/buc74.js	(from https://desafio19dias.com/)
18:51:44	174111/174111	---MC-	200	added ('OK')	application/json	date:Thu,%2002%20Jun%202022%2021:51:34%20GMT	https://desafio19dias.com/wp-json/	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-json/index.html	(from https://desafio19dias.com/)
18:51:44	165531/165531	---MC-	200	added ('OK')	application/json	date:Thu,%2002%20Jun%202022%2021:51:33%20GMT	https://desafio19dias.com/wp-json/wp/v2/pages/1085	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-json/wp/v2/pages/1085.json	(from https://desafio19dias.com/)
18:51:44	816/816	---M-Z	200	added ('OK')	text/xml	date:Thu,%2002%20Jun%202022%2021:51:35%20GMT	https://desafio19dias.com/xmlrpc.php?rsd	C:/Users/alanc/Downloads/s/desafio19dias.com/xmlrpc0db0.php	(from https://desafio19dias.com/)
18:51:45	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2004:19:12%20GMT	https://desafio19dias.com/wp-includes/wlwmanifest.xml	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-includes/wlwmanifest.xml	(from https://desafio19dias.com/)
18:51:45	2342/2342	---MC-	200	added ('OK')	application/json	date:Thu,%2002%20Jun%202022%2021:51:36%20GMT	https://desafio19dias.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdesafio19dias.com%2F	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-json/oembed/1.0/embed99f0.json	(from https://desafio19dias.com/)
18:51:46	2414/2414	---M-Z	200	added ('OK')	text/xml	date:Thu,%2002%20Jun%202022%2021:51:37%20GMT	https://desafio19dias.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdesafio19dias.com%2F&format=xml	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-json/oembed/1.0/embed84e5	(from https://desafio19dias.com/)
18:51:47	830/830	---M--	200	added ('OK')	image/png	date:Sun,%2013%20Jun%202021%2015:43:34%20GMT	https://desafio19dias.com/wp-content/uploads/2021/06/cropped-D19-Logo-App2-32x32.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/06/cropped-D19-Logo-App2-32x32.png	(from https://desafio19dias.com/)
18:51:47	9204/9204	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2017:44:51%20GMT	https://desafio19dias.com/wp-content/uploads/2021/06/cropped-D19-Logo-App2-192x192.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/06/cropped-D19-Logo-App2-192x192.png	(from https://desafio19dias.com/)
18:51:47	8519/8519	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2017:44:51%20GMT	https://desafio19dias.com/wp-content/uploads/2021/06/cropped-D19-Logo-App2-180x180.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/06/cropped-D19-Logo-App2-180x180.png	(from https://desafio19dias.com/)
18:51:48	17751/17751	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2017:52:19%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/compra-segura-hotmart-w1000-300x90.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/compra-segura-hotmart-w1000-300x90.png	(from https://desafio19dias.com/)
18:51:48	105911/105911	---M--	200	added ('OK')	image/jpeg	date:Thu,%2012%20May%202022%2012:04:28%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/depoimentos-1.jpg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/depoimentos-1.jpg	(from https://desafio19dias.com/)
18:51:49	578504/578504	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2017:51:06%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/shutterstock_1441211492-Converted-Mockup-01-1-1024x1024.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/shutterstock_1441211492-Converted-Mockup-01-1-1024x1024.png	(from https://desafio19dias.com/)
18:51:49	9412/9412	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2017:48:17%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-03-09-at-15.04.52-1-1.jpg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-03-09-at-15.04.52-1-1.jpg	(from https://desafio19dias.com/)
18:51:49	8956/8956	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2017:48:18%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-03-09-at-15.04.50-2-1.jpg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-03-09-at-15.04.50-2-1.jpg	(from https://desafio19dias.com/)
18:51:49	13070/13070	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2017:48:20%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/mini-dep4.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/mini-dep4.jpg	(from https://desafio19dias.com/)
18:51:50	5797/5797	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2017:48:15%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-03-09-at-15.04.53-1.jpg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-03-09-at-15.04.53-1.jpg	(from https://desafio19dias.com/)
18:51:50	10544/10544	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2017:48:16%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-03-09-at-15.04.52-2.jpg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/WhatsApp-Image-2021-03-09-at-15.04.52-2.jpg	(from https://desafio19dias.com/)
18:51:50	12022/12022	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2017:55:08%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/062e4590-depo-1_10ae04o09903i00l00l028.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/062e4590-depo-1_10ae04o09903i00l00l028.png	(from https://desafio19dias.com/)
18:51:51	75043/75043	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2012:36:47%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/photo_2022-02-18-09.00.31-1.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/photo_2022-02-18-09.00.31-1.jpg	(from https://desafio19dias.com/)
18:51:51	71187/71187	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2012:36:49%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/photo_2022-02-18-09.01.02-1-1.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/photo_2022-02-18-09.01.02-1-1.jpg	(from https://desafio19dias.com/)
18:51:51	88677/88677	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2012:36:51%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/photo_2022-05-11-09.31.06.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/photo_2022-05-11-09.31.06.jpg	(from https://desafio19dias.com/)
18:51:51	103233/103233	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2012:36:53%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/photo_2022-05-11-09.31.23-1.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/photo_2022-05-11-09.31.23-1.jpg	(from https://desafio19dias.com/)
18:51:51	85423/85423	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2012:36:56%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/photo_2022-05-11-09.32.17-1.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/photo_2022-05-11-09.32.17-1.jpg	(from https://desafio19dias.com/)
18:51:52	67479/67479	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2012:41:19%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/photo_2022-05-11-09.32.27.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/photo_2022-05-11-09.32.27.jpg	(from https://desafio19dias.com/)
18:51:52	78971/78971	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2012:41:22%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/photo_2022-05-11-09.32.24-1.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/photo_2022-05-11-09.32.24-1.jpg	(from https://desafio19dias.com/)
18:51:52	120550/120550	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2012:36:58%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/photo_2022-05-11-09.32.21-1.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/photo_2022-05-11-09.32.21-1.jpg	(from https://desafio19dias.com/)
18:51:52	102515/102515	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2012:42:56%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/photo_2021-10-21-18.53.20.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/photo_2021-10-21-18.53.20.jpg	(from https://desafio19dias.com/)
18:51:53	343020/343020	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2017:54:21%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/C1-1-786x1024.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/C1-1-786x1024.png	(from https://desafio19dias.com/)
18:51:53	31296/31296	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2017:49:10%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/Guia-Low-Carb-Mockup-3-300x300.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/Guia-Low-Carb-Mockup-3-300x300.png	(from https://desafio19dias.com/)
18:51:53	112155/112155	---M--	200	added ('OK')	image/png	date:Sun,%2015%20May%202022%2012:47:29%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/vip-2.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/vip-2.png	(from https://desafio19dias.com/)
18:51:54	289048/289048	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2017:48:45%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/100-Receitas-Detox.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/100-Receitas-Detox.png	(from https://desafio19dias.com/)
18:51:55	286676/286676	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2017:53:08%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/C4-1-1024x512.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/C4-1-1024x512.png	(from https://desafio19dias.com/)
18:51:55	423209/423209	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2017:53:45%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/C3-1-1024x1024.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/C3-1-1024x1024.png	(from https://desafio19dias.com/)
18:51:55	3539/3539	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2017:52:46%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/2b41ec59-d5e84e1e-price-1000000000000000000028_1000000000000000000028.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/2b41ec59-d5e84e1e-price-1000000000000000000028_1000000000000000000028.png	(from https://desafio19dias.com/)
18:51:55	32358/32358	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2017:52:43%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/C5-2.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/C5-2.png	(from https://desafio19dias.com/)
18:51:56	109225/109225	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2012:51:17%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/IMG_2579.jpg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/IMG_2579.jpg	(from https://desafio19dias.com/)
18:51:56	109788/109788	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2012:51:20%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/photo_2021-10-21-18.52.45.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/photo_2021-10-21-18.52.45.jpg	(from https://desafio19dias.com/)
18:51:56	80138/80138	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2012:51:18%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/photo_2021-10-21-18.53.29.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/photo_2021-10-21-18.53.29.jpg	(from https://desafio19dias.com/)
18:51:57	80411/80411	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2012:55:03%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/photo_2022-05-11-09.30.59.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/photo_2022-05-11-09.30.59.jpg	(from https://desafio19dias.com/)
18:51:57	83725/83725	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2013:20:47%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/photo_2022-02-18-09.01.00-1.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/photo_2022-02-18-09.01.00-1.jpg	(from https://desafio19dias.com/)
18:51:57	98297/98297	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2013:20:52%20GMT	https://desafio19dias.com/wp-content/uploads/2022/05/photo_2021-10-21-18.53.36.jpeg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2022/05/photo_2021-10-21-18.53.36.jpg	(from https://desafio19dias.com/)
18:51:57	153487/153487	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Oct%202021%2017:52:38%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/68bedb68-recorte-mujeres-2_10kr0ez000000000000028.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/68bedb68-recorte-mujeres-2_10kr0ez000000000000028.png	(from https://desafio19dias.com/)
18:51:57	31109/31109	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2017:52:25%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/Design-sem-nome-70.jpg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/Design-sem-nome-70.jpg	(from https://desafio19dias.com/)
18:51:58	483/483	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Mar%202022%2013:44:44%20GMT	https://desafio19dias.com/wp-content/plugins/wp-content-copy-protector/images/warning.png	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/plugins/wp-content-copy-protector/images/warning.png	(from https://desafio19dias.com/)
18:51:59	18468/18468	---M-Z	200	added ('OK')	text/css	date:Sun,%2015%20May%202022%2020:33:54%20GMT	http://desafio19dias.com/wp-content/cache/wpfc-minified/ma2dppyd/buc74.css	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/cache/wpfc-minified/ma2dppyd/buc74.css	(from https://desafio19dias.com/)
18:52:00	4905/4905	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2010%20Mar%202022%2014:05:33%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.5.6	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min10cb.js	(from https://desafio19dias.com/)
18:52:00	14235/14235	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2010%20Mar%202022%2014:05:33%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.5.6	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/plugins/elementor/assets/js/frontend-modules.min10cb.js	(from https://desafio19dias.com/)
18:52:01	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2010%20Mar%202022%2014:05:33%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://desafio19dias.com/)
18:52:02	20714/20714	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2023%20Feb%202022%2005:38:53%20GMT	https://desafio19dias.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-includes/js/jquery/ui/core.min0028.js	(from https://desafio19dias.com/)
18:52:02	139153/139153	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2010%20Mar%202022%2014:05:33%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://desafio19dias.com/)
18:52:03	2578/2578	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2010%20Mar%202022%2014:05:33%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.5.6	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min10cb.js	(from https://desafio19dias.com/)
18:52:04	10682/10682	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2010%20Mar%202022%2014:05:33%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.9.0	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.mind227.js	(from https://desafio19dias.com/)
18:52:04	37033/37033	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2010%20Mar%202022%2014:05:33%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.5.6	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/plugins/elementor/assets/js/frontend.min10cb.js	(from https://desafio19dias.com/)
18:52:04	43126/43126	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2010%20Mar%202022%2014:05:33%20GMT	https://desafio19dias.com/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.5.6	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/plugins/elementor/assets/js/preloaded-modules.min10cb.js	(from https://desafio19dias.com/)
18:52:09	28506/28506	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Jun%202022%2021:51:58%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/como-emagreci006.jpg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/como-emagreci006.3f.delayed	(from https://desafio19dias.com/wp-content/uploads/elementor/css/post-1085.css?ver=1652621108)
18:52:09	20815/20815	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2017:54:30%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/fundo-geometrico-escuro_1409-925-1.jpg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/fundo-geometrico-escuro_1409-925-1.jpg	(from https://desafio19dias.com/wp-content/uploads/elementor/css/post-1085.css?ver=1652621108)
18:52:12	113/113	---M-Z	200	added ('OK')	text/plain	date:Thu,%2002%20Jun%202022%2021:52:02%20GMT	http://desafio19dias.com/robots.txt		(from http://desafio19dias.com/wp-content/cache/wpfc-minified/kcuqzxu9/buc74.css)
18:52:17	89139/89139	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2017:55:28%20GMT	https://desafio19dias.com/wp-content/uploads/2021/05/C2-2.jpg	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/uploads/2021/05/C2-2.jpg	(from https://desafio19dias.com/wp-content/uploads/elementor/css/post-1085.css?ver=1652621108)
18:52:17	209496/209496	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2010%20Mar%202022%2014:05:33%20GMT	http://desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.14.0	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.eot	(from http://desafio19dias.com/wp-content/cache/wpfc-minified/kcuqzxu9/buc74.css)
18:52:19	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2010%20Mar%202022%2014:05:33%20GMT	http://desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Users/alanc/Downloads/s/desafio19dias.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://desafio19dias.com/wp-content/cache/wpfc-minified/fpokiwng/buc74.css)
